image_name,blip_caption,vit_gpt2_caption,best_model,best_score,best_description_spanish
ohcah_cpiys_000012990.jpg,"a map of the city of new york, new york, new york, and new york",a painting of a painting of a man holding a newspaper ,0,0.999997735023499,"un mapa de la ciudad de Nueva York, Nueva York, Nueva York y Nueva York"
ohcah_cpiys_000012988.jpg,"a map of the city of london, showing the streets and streets",a collage of photos of various types of items ,0,0.999679446220398,"un mapa de la ciudad de Londres, mostrando las calles y calles"
ohcah_cpiys_000012982.jpg,,,,,mapa de aguas de La Habana
ohcah_cpiys_000012985.jpg,,,,,mapa de una ciudad
ohcah_cpiys_000012987.jpg,,,,,mapa de la ciudad de La Habana
ohcah_cpiys_000012991.jpg,,,,,mapa con extensa leyenda de La Habana Vieja
ohcah_cpiys_000012996.jpg,,,,,mapa de la ciudad de La Habana
ohcah_cpiys_000012997.jpg,,,,,mapa de la ciudad de La Habana
ohcah_cpiys_000013012.jpg,,,,,plano azul de objeto alargado
ohcfz_fz_000002866.jpg,emerald green oval cut gems,a pair of green shoes on a sandy surface ,0,0.999996304512024,gemas de corte ovalado verde esmeralda
ohcfz_fz_000002904.jpg,a gold ring with a small flower design,a small piece of paper with a small number of dots ,0,0.99999988079071,un anillo de oro con un pequeño diseño de flores
ohcfz_fz_000002984.jpg,a close up of a metal object with a logo,a large metal object sitting on top of a wooden bench ,0,0.995554506778717,un primer plano de un objeto metálico con un logotipo
ohcfz_fz_000002978.jpg,two black metal cylinders on a brick floor,a black and white photo of a fire hydrant ,0,0.999378800392151,dos cilindros de metal negro en el suelo de ladrillo
ohcfz_fz_000002918.jpg,a gold key on a grey background,a small black and white photo of a small black and white ,0,1,una llave de oro sobre un fondo gris
ohcfz_fz_000002884.jpg,a gold ring with a woman and a man,a clock with a face on it ,0,0.998473823070526,un anillo de oro con una mujer y un hombre
ohcfz_fz_000002908.jpg,a coin with a small piece of metal on it,a small piece of wood on a surface ,0,0.998441636562347,una moneda con una pequeña pieza de metal en ella
ohcfz_fz_000002864.jpg,a green emerald gems,a green and white object sitting on top of a green surface ,0,0.958544552326202,gemas de esmeralda verde
ohcfz_fz_000002870.jpg,a silver sculpture of a fish,a wooden object with a wooden handle on it ,0,0.999451816082001,una escultura de plata de un pez
ohcfz_fz_000003024.jpg,a crate full of pomea,a pile of brown and white apples on a table ,0,0.534867346286774,una caja llena de pomea
ohcfz_fz_000003006.jpg,a close up of a metal object with the word'love'written on it,a rusty metal object with a circle on it ,0,0.982363939285278,un primer plano de un objeto metálico con la palabra 'amor' escrita en él
ohcfz_fz_000002968.jpg,a cannon on a wooden cart,a toy train is on display in a museum ,0,0.999987840652466,un cañón en un carro de madera
ohcfz_fz_000003004.jpg,a close up of a metal object with a number on it,a large metal clock on a metal pole ,0,0.999569714069367,un primer plano de un objeto metálico con un número en él
ohcfz_fz_000002860.jpg,a gold necklace with a hammer and a hammer,a pair of scissors is tied to a piece of cloth ,0,0.9981968998909,un collar de oro con un martillo y un martillo
ohcfz_fz_000002906.jpg,a gold ring with a small square shaped design,a small round piece of paper with a flower in it ,0,0.999986886978149,un anillo de oro con un pequeño diseño cuadrado
ohcfz_fz_000002992.jpg,a close up of a metal object with a sign on it,a wooden bench with a large clock on it ,0,0.999626994132996,un primer plano de un objeto metálico con un signo en él
ohcfz_fz_000002914.jpg,a gold coin,a small white object with a writing on it ,0,0.998666644096374,una moneda de oro
ohcfz_fz_000002876.jpg,a gold pocket watch with a medallion on the front,a large white clock on a white wall ,0,0.999856114387512,un reloj de bolsillo de oro con un medallón en la parte delantera
ohcfz_fz_000002986.jpg,a close up of a metal object with writing on it,a metal object with a picture of a horse on it ,0,0.999906659126282,un primer plano de un objeto metálico con la escritura en él
ohcfz_fz_000002998.jpg,a close up of a metal object with a face,a metal object with a blue and black paint ,0,0.997818231582642,un primer plano de un objeto metálico con una cara
ohcfz_fz_000003030.jpg,a bullet on the ground,a fire hydrant on a sidewalk near a brick wall ,0,0.999925136566162,una bala en el suelo
ohcfz_fz_000002972.jpg,a metal pipe with a drawing on it,a wooden table with a large piece of wood ,0,0.998994767665863,un tubo de metal con un dibujo en él
ohcfz_fz_000003002.jpg,a couple of green metal cylinders on a brick floor,a large metal object sitting on top of a cement block ,1,0.813118994235992,un gran objeto metálico sentado encima del bloque de cemento
ohcfz_fz_000002890.jpg,a gold nui with a green stone in the middle of the nui,a small piece of art with a skull on it ,1,0.60030597448349,una pequeña pieza de arte con una calavera en ella
ohcfz_fz_000002892.jpg,a gold nue from the neolithic period,a piece of cake with a picture of a horse on it ,0,0.999982118606567,una nue de oro del período neolítico
ohcfz_fz_000003032.jpg,a row of concrete cones,a row of metal poles with a row of black and white vases ,0,0.98520815372467,una hilera de conos de hormigón
ohcfz_fz_000002976.jpg,a cannon on a cart,a large wooden toy train on a track ,0,0.999971747398376,un cañón en un carro
ohcfz_fz_000002874.jpg,a gold locke locke locke locke locke locke locke locke locke locke locke locke locke locke locke locke locke,a large gold and silver clock on a table ,1,0.933455169200897,un gran reloj de oro y plata en una mesa
ohcfz_fz_000002868.jpg,a gold chain with a circular link,a pair of scissors is hanging from a chain ,0,0.981644630432129,una cadena de oro con un eslabón circular
ohcfz_fz_000002920.jpg,a pair of gold hoop earrings with a small flower,a pair of scissors are hanging from a rope ,0,0.99947327375412,un par de pendientes de aro de oro con una pequeña flor
ohcfz_fz_000002886.jpg,a gold ring with a man and woman on a boat,a toy train with a basket on top of it ,0,0.999732434749603,un anillo de oro con un hombre y una mujer en un barco
ohcfz_fz_000002900.jpg,a small glass filled with tiny gold flakes,a small round object in a blue and white pattern ,0,0.996985852718353,un vaso pequeño lleno de pequeños copos de oro
ohcfz_fz_000002962.jpg,a cannon on a cart,a large metal train engine with a statue of a man on top ,0,0.999959468841553,un cañón en un carro
ohcfz_fz_000002888.jpg,a gold ring with a small hole in the middle,a pair of scissors sitting on top of a piece of wood ,0,0.999993085861206,un anillo de oro con un pequeño agujero en el medio
ohcfz_fz_000002990.jpg,a metal device with a metal holder on it,a large metal object sitting on top of a table ,0,0.836093485355377,un dispositivo metálico con un soporte metálico en él
ohcfz_fz_000002896.jpg,a gold coin on a gray surface,a piece of cake on a table ,0,0.99940288066864,una moneda de oro en una superficie gris
ohcfz_fz_000002880.jpg,a gold coin with a face of a man,a small white bird sitting on top of a piece of paper ,0,0.999882340431213,una moneda de oro con la cara de un hombre
ohcfz_fz_000002872.jpg,a silver sculpture of a dog's head and tail,a small statue of a small elephant with a pair of scissors ,0,0.995474994182587,una escultura plateada de la cabeza y la cola de un perro
ohcfz_fz_000002912.jpg,a gold pendant with holes,a small wooden clock on a black surface ,0,0.999957203865051,un colgante de oro con agujeros
ohcfz_fz_000003010.jpg,a close up of a metal object on a gray background,a large metal object with a clock on it ,0,0.841756284236908,un primer plano de un objeto metálico sobre un fondo gris
ohcfz_fz_000003020.jpg,a metal object with a metal handle,a small black and white photo of a small black and white ,0,0.999878644943237,un objeto metálico con un mango metálico
ohcfz_fz_000002894.jpg,a gold nue with a small piece of gold,a piece of cake with a knife on it ,0,0.98078179359436,una nue de oro con una pequeña pieza de oro
ohcfz_fz_000002882.jpg,a gold ring with a brown stone,a small elephant is standing in a room ,0,0.999815404415131,un anillo de oro con una piedra marrón
ohcfz_fz_000003000.jpg,a close up of a metal object with writing on it,a large metal object with a picture of a bear on it ,0,0.999933123588562,un primer plano de un objeto metálico con la escritura en él
ohcfz_fz_000003028.jpg,a bunch of balls sitting on top of a box,a box of assorted fruit sitting on top of a table ,0,0.999940633773804,un montón de bolas sentadas encima de una caja
ohcfz_fz_000002982.jpg,a close up of a metal object with a metal handle,a large metal object with a small hole in it ,0,0.622035264968872,un primer plano de un objeto metálico con un mango metálico
ohcfz_fz_000002960.jpg,a cannon on a pedestal with a gray background,a metal object with a black and white background ,0,0.999608337879181,un cañón en un pedestal con un fondo gris
ohcfz_fz_000003012.jpg,a piece of stone on a brick,a stone wall with a broken wall and a broken wall ,0,0.972634494304657,un pedazo de piedra sobre un ladrillo
ohcfz_fz_000003018.jpg,a close up of a metal object on a rock,a train track with a sign on it ,0,0.969447731971741,un primer plano de un objeto metálico sobre una roca
ohcfz_fz_000003022.jpg,a bunch of old iron balls in a stone room,a pile of baskets filled with lots of different types of fruit ,0,0.999999761581421,un montón de viejas bolas de hierro en un cuarto de piedra
ohcfz_fz_000002996.jpg,a close up of a metal object with a number,a large metal vase with a number of beads on it ,0,0.994437098503113,un primer plano de un objeto metálico con un número
ohcfz_fz_000003008.jpg,a close up of a metal object on a brick wall,a large metal object with a propeller on it ,1,0.96245414018631,un objeto metálico grande con una hélice en él
ohcfz_fz_000002988.jpg,a close up of a metal object with a metal handle,a blue and white fire hydrant with a blue and white sign ,0,0.999624967575073,un primer plano de un objeto metálico con un mango metálico
ohcfz_fz_000002898.jpg,a gold coin with a picture of a man and woman,a piece of cake with a bite taken out of it ,0,0.999968528747559,una moneda de oro con una imagen de un hombre y una mujer
ohcfz_fz_000002878.jpg,a gold sovereign coin,a small white bird sitting on top of a piece of paper ,0,0.999928712844849,una moneda soberana de oro
ohcfz_fz_000002916.jpg,a gold coin with a woman and a man on it,a small white ceramic plate with a face on it ,0,0.999852776527405,una moneda de oro con una mujer y un hombre en ella
ohcfz_fz_000002970.jpg,a cannon on a cart,a large wooden box with a large wooden horse on top ,0,0.999355852603912,un cañón en un carro
ohcfz_fz_000003014.jpg,"a large, gray stone object with a black base",a statue of a man with a sword in it ,0,0.997817635536194,un gran objeto de piedra gris con una base negra
ohcfz_fz_000003034.jpg,a bullet with a gold stripe on the side,a blue bottle sitting on top of a blue surface ,0,0.92686128616333,una bala con una raya de oro en el costado
ohcfz_fz_000002902.jpg,a gold ring with a red stone,a small bird is standing on a piece of wood ,0,0.999998331069946,un anillo de oro con una piedra roja
ohcfz_fz_000002980.jpg,a close up of a metal object,a large metal object with a wooden handle ,0,0.997423529624939,un primer plano de un objeto metálico
ohcfz_fz_000002974.jpg,a close up of a pipe with a sign on it,a wooden table with a gold and silver plaque ,0,0.996157467365265,un cierre de una tubería con una señal en ella
ohcfz_fz_000002994.jpg,a close up of a metal object with a metal handle,a rusty metal object with a blue and white lettering ,1,0.597823858261108,un objeto metálico oxidado con una letra azul y blanca
ohcfz_fz_000002862.jpg,a gold chain with a clasp,a pair of black and white scissors on a table ,0,0.999999761581421,una cadena de oro con un cierre
ohcfz_fz_000002966.jpg,a close up of a metal pipe with a sign on it,a large gold and silver clock on a metal pole ,0,0.992478013038635,un cierre de un tubo de metal con un signo en él
ohcfz_fz_000003016.jpg,a small metal object on a rock,a black and white photo of a broken handle ,1,0.586648166179657,una foto en blanco y negro de un mango roto
ohcfz_fz_000003026.jpg,a pile of black balls sitting on a table,a pile of blue and white teddy bears sitting on a bench ,0,0.999999642372131,un montón de bolas negras sentadas sobre una mesa
ohcfz_fz_000002958.jpg,a large cannon is sitting on a block,a large metal object sitting on top of a cement wall ,0,0.991211354732513,un cañón grande está sentado en un bloque
ohcfz_fz_000002964.jpg,a metal pipe with a drawing on it,a wooden table with a large piece of wood ,0,0.998994767665863,un tubo de metal con un dibujo en él
ohcfz_fz_000002910.jpg,a small stone with a small hole in the middle,a piece of bread with a small bird on it ,0,0.972800552845001,una pequeña piedra con un pequeño agujero en el medio
ohcfh_els_000000967.jpg,a group of people standing around a building,a woman standing next to a man ,0,0.947799563407898,un grupo de personas de pie alrededor de un edificio
ohcfh_els_000000869.jpg,a group of people standing around a table,a man in a suit and tie is talking to a woman ,0,0.987938642501831,un grupo de personas de pie alrededor de una mesa
ohcfh_els_000000945.jpg,a group of people standing around a dog,people standing around a kitchen ,1,0.594910740852356,gente de pie alrededor de una cocina
ohcfh_els_000000865.jpg,a group of people standing around a table,a large group of people standing around a table ,1,0.769607603549957,un gran grupo de personas de pie alrededor de una mesa
ohcfh_els_000000961.jpg,a group of people walking down a street,men standing on a sidewalk with skateboards ,0,0.991889536380768,un grupo de personas caminando por una calle
ohcfh_els_000000841.jpg,a man sitting in a chair reading a book,two men sitting at a table with a laptop ,0,0.830095648765564,un hombre sentado en una silla leyendo un libro
ohcfh_els_000000949.jpg,a man and woman signing a document at a table,a man in a suit is cutting a cake ,0,0.999977946281433,un hombre y una mujer firmando un documento en una mesa
ohcfh_els_000000845.jpg,a group of men standing next to each other men,men standing next to each other ,0,0.547569453716278,un grupo de hombres de pie uno al lado del otro hombres
ohcfh_els_000000937.jpg,a group of men standing around a table,a man in a suit and tie standing next to a woman ,0,0.830196261405945,un grupo de hombres de pie alrededor de una mesa
ohcfh_els_000001033.jpg,a group of men standing in a line,men standing around each other ,0,0.822994351387024,un grupo de hombres de pie en una línea
ohcfh_els_000000887.jpg,a group of people standing around a table,a large group of people standing around a table ,1,0.709242582321167,un gran grupo de personas de pie alrededor de una mesa
ohcfh_els_000001029.jpg,a group of people standing in a street,a crowd of people standing around a man in a suit ,1,0.979056060314178,una multitud de personas de pie alrededor de un hombre en un traje
ohcfh_els_000001041.jpg,a group of people standing around a man in a suit,people standing around a street ,0,0.808692991733551,un grupo de personas de pie alrededor de un hombre en un traje
ohcfh_els_000000819.jpg,a group of men walking down a sidewalk,people standing around a building ,0,0.991688430309296,un grupo de hombres caminando por una acera
ohcfh_els_000000997.jpg,a group of people walking down a street,a man standing next to a woman in a crowd ,1,0.947648465633392,un hombre de pie junto a una mujer en una multitud
ohcfh_els_000001045.jpg,a man in a suit and tie standing next to a piano,a man and woman standing next to each other ,0,0.999055445194244,un hombre con traje y corbata de pie junto a un piano
ohcfh_els_000001035.jpg,two men in suits are playing a piano,a man and woman standing next to each other ,0,0.99905401468277,dos hombres en traje están tocando un piano
ohcfh_els_000000859.jpg,a group of people standing around a large vase,a crowd of people standing around a large group of people ,0,0.993841290473938,un grupo de personas de pie alrededor de un jarrón grande
ohcfh_els_000000933.jpg,a group of people standing around a plaque,a man and woman standing next to each other ,1,0.976288318634033,un hombre y una mujer de pie al lado del otro
ohcfh_els_000000829.jpg,a group of people standing around a man,a large group of people standing around a building ,1,0.817024171352387,un gran grupo de personas de pie alrededor de un edificio
ohcfh_els_000001013.jpg,a woman standing in front of a building,a woman is standing outside of a building ,0,0.81205940246582,una mujer de pie delante de un edificio
ohcfh_els_000000843.jpg,a man in a suit,a man and woman are standing in a room ,1,0.865316987037659,un hombre y una mujer están de pie en una habitación
ohcfh_els_000000975.jpg,a group of people standing around a table,people standing around a table with a cake ,0,0.632566154003143,un grupo de personas de pie alrededor de una mesa
ohcfh_els_000000989.jpg,a group of people walking down a street,a crowd of people walking down a street ,0,0.574732303619385,un grupo de personas caminando por una calle
ohcfh_els_000000889.jpg,a man in a suit and tie is looking at a book,a man in a suit is looking at a piece of paper ,1,0.58875983953476,un hombre con un traje está mirando un pedazo de papel
ohcfh_els_000000891.jpg,a group of men standing in a room,a man in a suit standing next to a woman in a suit ,0,0.981545865535736,un grupo de hombres de pie en una habitación
ohcfh_els_000000973.jpg,a group of people standing around a tree,people are gathered around a group of people ,0,0.558967530727387,un grupo de personas de pie alrededor de un árbol
ohcfh_els_000000957.jpg,a group of people walking down a street,men standing around a building ,0,0.856756150722504,un grupo de personas caminando por una calle
ohcfh_els_000001021.jpg,a group of people standing around a table,people standing around a table ,1,0.594816088676453,gente de pie alrededor de una mesa
ohcfh_els_000000833.jpg,a group of people standing around a man in a suit,men and women standing around each other ,0,0.989752411842346,un grupo de personas de pie alrededor de un hombre en un traje
ohcfh_els_000000897.jpg,a group of people standing around a large rock,a man and woman standing next to a statue of a man in a suit ,0,0.992690145969391,un grupo de personas de pie alrededor de una gran roca
ohcfh_els_000000925.jpg,a group of men standing around a barrel,people standing around a wooden structure ,0,0.622006952762604,un grupo de hombres de pie alrededor de un barril
ohcfh_els_000000953.jpg,a group of people walking down a street,three men standing next to each other ,0,0.972971737384796,un grupo de personas caminando por una calle
ohcfh_els_000001017.jpg,a man holding a microphone,a man standing next to a woman holding a microphone ,1,0.865145742893219,un hombre de pie junto a una mujer sosteniendo un micrófono
ohcfh_els_000000855.jpg,a group of people walking down a street,people walking down a sidewalk ,0,0.877314269542694,un grupo de personas caminando por una calle
ohcfh_els_000001043.jpg,a man in a suit and tie standing next to a little girl,a man and woman standing together in a room ,0,0.99900609254837,un hombre con traje y corbata de pie junto a una niña
ohcfh_els_000000849.jpg,a group of men walking down a street,people walking down a street ,0,0.984263360500336,un grupo de hombres caminando por una calle
ohcfh_els_000000971.jpg,a group of women standing in a street,a crowd of people standing around a building ,0,0.985734105110168,un grupo de mujeres de pie en una calle
ohcfh_els_000000873.jpg,a group of people standing around a box,a man and woman posing for a picture ,0,0.969338715076446,un grupo de personas de pie alrededor de una caja
ohcfh_els_000000983.jpg,two men holding a large piece of paper,a man is cutting a sheet of paper with a pair of scissors ,0,0.998233437538147,dos hombres sosteniendo un gran pedazo de papel
ohcfh_els_000000881.jpg,a man standing in front of a crowd of people,a man standing on stage with a microphone ,0,0.997419238090515,un hombre de pie frente a una multitud de personas
ohcfh_els_000000951.jpg,a group of people sitting around a table,people are sitting around a table ,0,0.980355143547058,un grupo de personas sentadas alrededor de una mesa
ohcfh_els_000000959.jpg,a group of men walking down a street,men standing next to each other ,0,0.997530400753021,un grupo de hombres caminando por una calle
ohcfh_els_000001039.jpg,a group of people standing around a table,a man holding a white paper with a group of people ,1,0.99958461523056,un hombre sosteniendo un libro blanco con un grupo de personas
ohcfh_els_000000981.jpg,a man sitting at a table writing,a man in a suit and tie sitting at a table ,0,0.998443424701691,un hombre sentado en una mesa escribiendo
ohcfh_els_000000979.jpg,a group of men standing around a man holding a bat,people standing around each other ,0,0.994282841682434,un grupo de hombres de pie alrededor de un hombre sosteniendo un murciélago
ohcfh_els_000000905.jpg,a group of people standing around a table,people standing around each other ,0,0.764852523803711,un grupo de personas de pie alrededor de una mesa
ohcfh_els_000001007.jpg,a group of people standing around a glass display,a crowd of people standing around a large christmas tree ,0,0.998886525630951,un grupo de personas de pie alrededor de una pantalla de vidrio
ohcfh_els_000001001.jpg,a group of people standing around a table,a large group of people standing around a room ,1,0.972163915634155,un gran grupo de personas de pie alrededor de una habitación
ohcfh_els_000000965.jpg,two men sitting at a table writing,a man and a woman are sitting at a table ,0,0.996380269527435,dos hombres sentados a la mesa escribiendo
ohcfh_els_000000993.jpg,a group of men standing around a refrigerator,a man standing in front of a store ,0,0.963507235050201,un grupo de hombres de pie alrededor de un refrigerador
ohcfh_els_000000835.jpg,a group of men standing around a table,a man in a suit and tie cutting into a cake ,0,0.893205761909485,un grupo de hombres de pie alrededor de una mesa
ohcfh_els_000000883.jpg,a man in a suit,a man in a suit cutting another man's tie ,1,0.953952848911285,un hombre con un traje cortando la corbata de otro hombre
ohcfh_els_000001037.jpg,a man in a suit and tie standing next to a piano,a man in a suit and tie is playing a piano ,0,0.859475672245026,un hombre con traje y corbata de pie junto a un piano
ohcfh_els_000000991.jpg,a group of men standing around a building,a man in a suit talking to another man ,1,0.681240320205689,un hombre con un traje hablando con otro hombre
ohcfh_els_000000893.jpg,a group of men standing in a room,people standing around a room ,0,0.853061556816101,un grupo de hombres de pie en una habitación
ohcfh_els_000000853.jpg,a group of people standing around a fire pit,a man standing next to a group of people ,1,0.818631410598755,un hombre de pie junto a un grupo de personas
ohcfh_els_000000931.jpg,a group of people standing around a man in a suit,a man in a suit is looking at a group of people ,1,0.624659419059753,un hombre con un traje está mirando a un grupo de personas
ohcfh_els_000000977.jpg,a group of people standing around a building,a man in a suit talking to a woman in a crowd ,1,0.792383313179016,un hombre con traje hablando con una mujer en una multitud
ohcfh_els_000000941.jpg,a group of men walking down a street,men in suits are standing around ,0,0.712865054607391,un grupo de hombres caminando por una calle
ohcfh_els_000000917.jpg,a group of people standing around a red ribbon,a man in a suit and tie holding a sword ,0,0.999667048454285,un grupo de personas de pie alrededor de una cinta roja
ohcfh_els_000000999.jpg,a group of people standing around a room,people standing around a group of people ,0,0.591843008995056,un grupo de personas de pie alrededor de una habitación
ohcfh_els_000000815.jpg,a man standing in front of a crowd of people,people sitting in a room with a man in a suit ,0,0.794075131416321,un hombre de pie frente a una multitud de personas
ohcfh_els_000000939.jpg,a group of people walking down a street,a large group of people standing around each other ,1,0.923028469085693,un gran grupo de personas paradas unas alrededor de otras
ohcfh_els_000000915.jpg,a group of people standing around a large cannon,a man standing next to a group of people ,1,0.801489174365997,un hombre de pie junto a un grupo de personas
ohcfh_els_000000863.jpg,a group of men standing around a table,men standing next to each other ,1,0.501146793365479,hombres de pie uno al lado del otro
ohcfh_els_000000995.jpg,a group of men standing next to each other men,men standing next to each other ,0,0.926044881343842,un grupo de hombres de pie uno al lado del otro hombres
ohcfh_els_000000877.jpg,a man in a suit and tie standing in front of a wall,a man in a suit and tie standing in front of a wall ,0,0.5,un hombre con traje y corbata de pie delante de una pared
ohcfh_els_000000947.jpg,a large umbrella is on a stone block,a large stone building with a large clock on it ,0,0.96123218536377,un paraguas grande está en un bloque de piedra
ohcfh_els_000001023.jpg,a group of people standing around a man in a suit,people standing around a street ,0,0.649325907230377,un grupo de personas de pie alrededor de un hombre en un traje
ohcfh_els_000000927.jpg,a group of people standing around a woman,a crowd of people standing around a painting ,0,0.974083542823792,un grupo de personas de pie alrededor de una mujer
ohcfh_els_000000911.jpg,a man standing on a stage with a piano,a woman is playing a guitar in a room ,0,0.997761845588684,un hombre de pie en un escenario con un piano
ohcfh_els_000000987.jpg,a group of men standing around a brick walkway,people standing around a room ,0,0.997334480285644,un grupo de hombres de pie alrededor de una pasarela de ladrillos
ohcfh_els_000000923.jpg,a group of people walking down a street,men in suits and ties standing around a building ,0,0.710102438926697,un grupo de personas caminando por una calle
ohcfh_els_000000935.jpg,a man in a suit and tie is handing a woman a red purse,a man and woman standing next to each other ,0,0.661366939544678,un hombre con traje y corbata le está dando a una mujer un bolso rojo
ohcfh_els_000000929.jpg,a group of people walking in front of a building,people walking around a building ,0,0.942573189735413,un grupo de personas caminando delante de un edificio
ohcfh_els_000000821.jpg,two men standing next to each other man,two men in suits and ties standing next to each other ,1,0.659707963466644,dos hombres de traje y corbatas de pie uno al lado del otro
ohcfh_els_000000985.jpg,a man holding a book with a man standing next to him,two men standing next to a man holding a box ,0,0.802062392234802,un hombre sosteniendo un libro con un hombre de pie a su lado
ohcfh_els_000001027.jpg,a group of men standing in a group,a crowd of people standing around a building ,0,0.556579411029816,un grupo de hombres de pie en un grupo
ohcfh_els_000000955.jpg,a man standing next to a woman in a courtyard,two men standing next to each other in a building ,0,0.815570056438446,un hombre de pie junto a una mujer en un patio
ohcfh_els_000000899.jpg,a group of people standing around a table,a man in a suit and tie standing next to a woman ,0,0.92808473110199,un grupo de personas de pie alrededor de una mesa
ohcfh_els_000000861.jpg,a group of men standing around a man in a suit,a crowd of people standing around a room ,0,0.975505948066711,un grupo de hombres de pie alrededor de un hombre en un traje
ohcfh_els_000000943.jpg,a group of men walking down a street,men in uniform standing around a building ,0,0.859883606433868,un grupo de hombres caminando por una calle
ohcfh_els_000000837.jpg,a group of men standing around a sculpture,a room with a bunch of people in it ,0,0.999910473823547,un grupo de hombres de pie alrededor de una escultura
ohcfh_els_000001003.jpg,a group of people standing around a room,a crowd of people standing around a room ,1,0.717928230762482,una multitud de personas de pie alrededor de una habitación
ohcfh_els_000000817.jpg,a man in a suit and tie holding a trophy,a man in a suit is holding a cell phone ,0,0.984869360923767,un hombre con traje y corbata sosteniendo un trofeo
ohcfh_els_000001025.jpg,a man standing on a stage with a piano,a man standing in front of a piano ,0,0.897272884845734,un hombre de pie en un escenario con un piano
ohcfh_els_000000857.jpg,a group of people walking down a brick road,a man in a suit and tie standing next to a group of people ,1,0.821514666080475,un hombre con traje y corbata de pie junto a un grupo de personas
ohcfh_els_000000875.jpg,a group of people standing around a large tree,a man in a suit and tie standing next to a statue of a man in a suit ,0,0.870627403259277,un grupo de personas de pie alrededor de un árbol grande
ohcfh_els_000000831.jpg,a man and woman are looking at a book,a man and woman are talking to each other ,0,0.790940284729004,un hombre y una mujer están mirando un libro
ohcfh_els_000000900.jpg,a group of people standing around a table,a man in a suit and tie standing next to a woman ,0,0.92803567647934,un grupo de personas de pie alrededor de una mesa
ohcfh_els_000000851.jpg,a man and woman looking at a poster,a man and woman are looking at a sign ,0,0.893243610858917,un hombre y una mujer mirando un póster
ohcfh_els_000000919.jpg,a group of men standing in a line,men standing around a group of people ,1,0.677955985069275,hombres de pie alrededor de un grupo de personas
ohcfh_els_000000847.jpg,a group of men standing around a man in a suit,a man in a suit and tie standing next to a group of people ,0,0.608487248420715,un grupo de hombres de pie alrededor de un hombre en un traje
ohcfh_els_000000867.jpg,a group of people standing around a man in a suit,men and women standing together ,0,0.998222172260284,un grupo de personas de pie alrededor de un hombre en un traje
ohcfh_els_000000823.jpg,a group of people standing in a room,a man in a suit holding a white paper ,0,0.994763195514679,un grupo de personas de pie en una habitación
ohcfh_els_000001015.jpg,a group of people standing outside of a building,a crowd of people standing around a building ,1,0.751289427280426,una multitud de personas de pie alrededor de un edificio
ohcfh_els_000000903.jpg,a group of people walking down a street,people walking down a street ,0,0.814714431762695,un grupo de personas caminando por una calle
ohcfh_els_000001009.jpg,two men standing next to each other man,two men in suits standing next to each other ,1,0.67518424987793,dos hombres de traje parados uno al lado del otro
ohcfh_els_000000909.jpg,a group of people standing around a man,people standing around a group of people ,0,0.946528196334839,un grupo de personas alrededor de un hombre
ohcfh_els_000001031.jpg,a group of people standing around a man,men standing around a table ,0,0.997216939926148,un grupo de personas alrededor de un hombre
ohcfh_els_000000885.jpg,a group of men standing next to each other men,a man and woman standing next to each other ,0,0.940154552459717,un grupo de hombres de pie uno al lado del otro hombres
ohcfh_els_000000895.jpg,a group of men standing around a table,people standing around each other ,0,0.987932741641998,un grupo de hombres de pie alrededor de una mesa
ohcfh_els_000001011.jpg,a man and woman standing in front of a statue,a man and woman are walking with a dog ,0,0.996066510677338,un hombre y una mujer de pie frente a una estatua
